game_pk,date,start_time_utc,venue,game_type,away_team,home_team,away_team_id,home_team_id,away_probable,home_probable,away_probable_id,home_probable_id,away_score,home_score,winner,home_won,total_runs,run_differential,double_header,game_number
718640,2023-04-10,2023-04-10T18:10:00Z,Target Field,R,CWS,MIN,145,142,Dylan Cease,Kenta Maeda,656302,628317,4,3,CWS,0,7,1,N,1
718641,2023-04-10,2023-04-11T01:45:00Z,Oracle Park,R,LAD,SF,119,137,Julio Urías,Logan Webb,628711,657277,9,1,LAD,0,10,8,N,1
718611,2023-04-11,2023-04-12T01:40:00Z,Chase Field,R,MIL,AZ,158,109,Corbin Burnes,Merrill Kelly,669203,518876,7,1,MIL,0,8,6,N,1
718613,2023-04-11,2023-04-12T00:40:00Z,Coors Field,R,STL,COL,138,115,Miles Mikolas,Kyle Freeland,571945,607536,9,6,STL,0,15,3,N,1
718614,2023-04-11,2023-04-12T01:38:00Z,Angel Stadium,R,WSH,LAA,120,108,Josiah Gray,Shohei Ohtani,680686,660271,0,2,LAA,1,2,2,N,1
718615,2023-04-11,2023-04-12T00:05:00Z,Globe Life Field,R,KC,TEX,118,140,Jordan Lyles,Jacob deGrom,543475,594798,5,8,TEX,1,13,3,N,1
718616,2023-04-11,2023-04-11T23:40:00Z,Target Field,R,CWS,MIN,145,142,Lance Lynn,Pablo López,458681,641154,3,4,MIN,1,7,1,N,1
718617,2023-04-11,2023-04-11T23:40:00Z,Wrigley Field,R,SEA,CHC,136,112,Chris Flexen,Hayden Wesneski,623167,669713,9,14,CHC,1,23,5,N,1
718618,2023-04-11,2023-04-11T22:35:00Z,Oriole Park at Camden Yards,R,OAK,BAL,133,110,Kyle Muller,Grayson Rodriguez,666205,680570,8,12,BAL,1,20,4,N,1
718619,2023-04-11,2023-04-11T22:40:00Z,Citizens Bank Park,R,MIA,PHI,146,143,Jesús Luzardo,Aaron Nola,666200,605400,8,4,MIA,0,12,4,N,1
718620,2023-04-11,2023-04-11T23:20:00Z,Truist Park,R,CIN,ATL,113,144,Luis Cessa,Kyle Wright,570666,657140,6,7,ATL,1,13,1,N,1
718621,2023-04-11,2023-04-11T23:10:00Z,Citi Field,R,SD,NYM,135,121,Ryan Weathers,David Peterson,677960,656849,4,2,SD,0,6,2,N,1
718622,2023-04-11,2023-04-11T23:07:00Z,Rogers Centre,R,DET,TOR,116,141,Matt Manning,Alek Manoah,666159,666201,3,9,TOR,1,12,6,N,1
718623,2023-04-11,2023-04-11T22:35:00Z,PNC Park,R,HOU,PIT,117,134,Cristian Javier,Mitch Keller,664299,656605,4,7,PIT,1,11,3,N,1
718624,2023-04-11,2023-04-12T01:45:00Z,Oracle Park,R,LAD,SF,119,137,Dustin May,Alex Wood,669160,622072,0,5,SF,1,5,5,N,1
718625,2023-04-11,2023-04-11T22:40:00Z,Tropicana Field,R,BOS,TB,111,139,Garrett Whitlock,Shane McClanahan,676477,663556,2,7,TB,1,9,5,N,1
718626,2023-04-11,2023-04-11T22:10:00Z,Progressive Field,R,NYY,CLE,147,114,Gerrit Cole,Hunter Gaddis,543037,683769,11,2,NYY,0,13,9,N,1
718595,2023-04-12,2023-04-13T00:05:00Z,Globe Life Field,R,KC,TEX,118,140,Brad Keller,Nathan Eovaldi,641745,543135,10,1,KC,0,11,9,N,1
718598,2023-04-12,2023-04-12T19:40:00Z,Chase Field,R,MIL,AZ,158,109,Janson Junk,Drey Jameson,676083,686753,3,7,AZ,1,10,4,N,1
718599,2023-04-12,2023-04-12T22:35:00Z,Oriole Park at Camden Yards,R,OAK,BAL,133,110,Ken Waldichuk,Dean Kremer,686610,665152,8,4,OAK,0,12,4,N,1
718600,2023-04-12,2023-04-12T22:40:00Z,Tropicana Field,R,BOS,TB,111,139,Chris Sale,Taj Bradley,519242,671737,7,9,TB,1,16,2,N,1
718601,2023-04-12,2023-04-12T23:20:00Z,Truist Park,R,CIN,ATL,113,144,Hunter Greene,Spencer Strider,668881,675911,4,5,ATL,1,9,1,N,1
718602,2023-04-12,2023-04-12T20:07:00Z,Angel Stadium,R,WSH,LAA,120,108,MacKenzie Gore,Griffin Canning,669022,656288,2,3,LAA,1,5,1,N,1
718603,2023-04-12,2023-04-12T23:07:00Z,Rogers Centre,R,DET,TOR,116,141,Eduardo Rodriguez,Kevin Gausman,593958,592332,3,4,TOR,1,7,1,N,1
718604,2023-04-12,2023-04-12T17:10:00Z,Progressive Field,R,NYY,CLE,147,114,Clarke Schmidt,Peyton Battenfield,657376,685410,4,3,NYY,0,7,1,N,1
718605,2023-04-12,2023-04-12T17:10:00Z,Target Field,R,CWS,MIN,145,142,Lucas Giolito,Sonny Gray,608337,543243,1,3,MIN,1,4,2,N,1
718606,2023-04-12,2023-04-12T18:20:00Z,Wrigley Field,R,SEA,CHC,136,112,Logan Gilbert,Marcus Stroman,669302,573186,5,2,SEA,0,7,3,N,1
718607,2023-04-12,2023-04-12T19:10:00Z,Coors Field,R,STL,COL,138,115,Jack Flaherty,José Ureña,656427,570632,7,4,STL,0,11,3,N,1
718608,2023-04-12,2023-04-12T16:35:00Z,PNC Park,R,HOU,PIT,117,134,José Urquidy,Rich Hill,664353,448179,7,0,HOU,0,7,7,N,1
718609,2023-04-12,2023-04-12T20:05:00Z,Citizens Bank Park,R,MIA,PHI,146,143,Edward Cabrera,Zack Wheeler,665795,554430,3,2,MIA,0,5,1,N,1
718610,2023-04-12,2023-04-12T17:10:00Z,Citi Field,R,SD,NYM,135,121,Blake Snell,Tylor Megill,605483,656731,2,5,NYM,1,7,3,N,1
718612,2023-04-12,2023-04-13T01:45:00Z,Oracle Park,R,LAD,SF,119,137,Clayton Kershaw,Alex Cobb,477132,502171,10,5,LAD,0,15,5,N,1
718589,2023-04-13,2023-04-14T01:40:00Z,Petco Park,R,MIL,SD,158,135,Colin Rea,Nick Martinez,607067,607259,4,3,MIL,0,7,1,N,1
718590,2023-04-13,2023-04-13T23:05:00Z,Yankee Stadium,R,MIN,NYY,142,147,Joe Ryan,Jhony Brito,657746,666745,11,2,MIN,0,13,9,N,1
718591,2023-04-13,2023-04-13T23:45:00Z,Busch Stadium,R,PIT,STL,134,138,Vince Velasquez,Jordan Montgomery,592826,656756,5,0,PIT,0,5,5,N,1
718593,2023-04-13,2023-04-13T23:07:00Z,Rogers Centre,R,DET,TOR,116,141,Spencer Turnbull,Chris Bassitt,605513,605135,3,1,DET,0,4,2,N,1
718594,2023-04-13,2023-04-13T17:10:00Z,Tropicana Field,R,BOS,TB,111,139,Corey Kluber,Jeffrey Springs,446372,605488,3,9,TB,1,12,6,N,1
718596,2023-04-13,2023-04-13T17:05:00Z,Oriole Park at Camden Yards,R,OAK,BAL,133,110,Adam Oller,Cole Irvin,670124,608344,7,8,BAL,1,15,1,N,1
718597,2023-04-13,2023-04-13T22:40:00Z,Great American Ball Park,R,PHI,CIN,143,113,Bailey Falter,Nick Lodolo,663559,666157,2,6,CIN,1,8,4,N,1
718574,2023-04-14,2023-04-15T01:40:00Z,Petco Park,R,MIL,SD,158,135,Eric Lauer,Michael Wacha,641778,608379,11,2,MIL,0,13,9,N,1
718575,2023-04-14,2023-04-15T02:10:00Z,Dodger Stadium,R,CHC,LAD,112,119,Justin Steele,Noah Syndergaard,657006,592789,8,2,CHC,0,10,6,N,1
718577,2023-04-14,2023-04-15T02:10:00Z,T-Mobile Park,R,COL,SEA,115,136,Austin Gomber,Tommy Milone,596295,543548,3,5,SEA,1,8,2,N,1
718578,2023-04-14,2023-04-15T01:40:00Z,Oakland Coliseum,R,NYM,OAK,121,133,Kodai Senga,James Kaprielian,673540,621076,17,6,NYM,0,23,11,N,1
718579,2023-04-14,2023-04-15T00:10:00Z,Kauffman Stadium,R,ATL,KC,144,118,Charlie Morton,Brady Singer,450203,663903,10,3,ATL,0,13,7,N,1
718580,2023-04-14,2023-04-14T23:10:00Z,Fenway Park,R,LAA,BOS,108,111,Patrick Sandoval,Tanner Houck,663776,656557,3,5,BOS,1,8,2,N,1
718581,2023-04-14,2023-04-15T00:10:00Z,Minute Maid Park,R,TEX,HOU,140,117,Martín Pérez,Luis Garcia,527048,677651,6,2,TEX,0,8,4,N,1
718582,2023-04-14,2023-04-15T00:15:00Z,Busch Stadium,R,PIT,STL,134,138,Johan Oviedo,Jake Woodford,670912,663765,0,3,STL,1,3,3,N,1
718583,2023-04-14,2023-04-14T23:10:00Z,Guaranteed Rate Field,R,BAL,CWS,110,145,Tyler Wells,Mike Clevinger,669330,605182,6,3,BAL,0,9,3,N,1
718584,2023-04-14,2023-04-14T22:40:00Z,loanDepot park,R,AZ,MIA,109,146,Madison Bumgarner,Trevor Rogers,518516,669432,1,5,MIA,1,6,4,N,1
718585,2023-04-14,2023-04-14T22:40:00Z,Comerica Park,R,SF,DET,137,116,Sean Manaea,Joey Wentz,640455,666214,5,7,DET,1,12,2,N,1
718586,2023-04-14,2023-04-14T22:40:00Z,Great American Ball Park,R,PHI,CIN,143,113,Taijuan Walker,Connor Overton,592836,656818,8,3,PHI,0,11,5,N,1
718587,2023-04-14,2023-04-14T23:07:00Z,Rogers Centre,R,TB,TOR,139,141,Drew Rasmussen,José Berríos,656876,621244,3,6,TOR,1,9,3,N,1
718588,2023-04-14,2023-04-14T23:05:00Z,Yankee Stadium,R,MIN,NYY,142,147,Louis Varland,Nestor Cortes,686973,641482,4,3,MIN,0,7,1,N,1
718592,2023-04-14,2023-04-14T23:05:00Z,Nationals Park,R,CLE,WSH,114,120,Cal Quantrill,Trevor Williams,615698,592866,4,3,CLE,0,7,1,N,1
718560,2023-04-15,2023-04-15T20:05:00Z,Petco Park,R,MIL,SD,158,135,Freddy Peralta,Seth Lugo,642547,607625,3,10,SD,1,13,7,N,1
718561,2023-04-15,2023-04-16T01:40:00Z,T-Mobile Park,R,COL,SEA,115,136,Ryan Feltner,George Kirby,663372,669923,2,9,SEA,1,11,7,N,1
718562,2023-04-15,2023-04-15T23:10:00Z,Minute Maid Park,R,TEX,HOU,140,117,Jon Gray,Hunter Brown,592351,686613,2,8,HOU,1,10,6,N,1
718563,2023-04-15,2023-04-15T20:10:00Z,Kauffman Stadium,R,ATL,KC,144,118,Bryce Elder,Kris Bubic,693821,663460,9,3,ATL,0,12,6,N,1
718564,2023-04-15,2023-04-16T01:10:00Z,Dodger Stadium,R,CHC,LAD,112,119,Jameson Taillon,Michael Grove,592791,675627,1,2,LAD,1,3,1,N,1
718565,2023-04-15,2023-04-15T20:07:00Z,Oakland Coliseum,R,NYM,OAK,121,133,Carlos Carrasco,Shintaro Fujinami,471911,660261,3,2,NYM,0,5,1,N,1
718566,2023-04-15,2023-04-15T20:10:00Z,Great American Ball Park,R,PHI,CIN,143,113,Matt Strahm,Graham Ashcraft,621381,668933,0,13,CIN,1,13,13,N,1
718567,2023-04-15,2023-04-15T20:10:00Z,loanDepot park,R,AZ,MIA,109,146,Ryne Nelson,Braxton Garrett,669194,666129,2,3,MIA,1,5,1,N,1
718568,2023-04-15,2023-04-15T18:15:00Z,Busch Stadium,R,PIT,STL,134,138,Roansy Contreras,Steven Matz,672710,571927,6,3,PIT,0,9,3,N,1
718569,2023-04-15,2023-04-15T19:07:00Z,Rogers Centre,R,TB,TOR,139,141,Calvin Faucher,Yusei Kikuchi,676534,579328,2,5,TOR,1,7,3,N,1
718570,2023-04-15,2023-04-15T18:10:00Z,Guaranteed Rate Field,R,BAL,CWS,110,145,Kyle Gibson,Michael Kopech,502043,656629,6,7,CWS,1,13,1,N,1
718571,2023-04-15,2023-04-15T17:10:00Z,Comerica Park,R,SF,DET,137,116,Anthony DeSclafani,Michael Lorenzen,543101,547179,6,7,DET,1,13,1,N,1
718572,2023-04-15,2023-04-15T17:05:00Z,Yankee Stadium,R,MIN,NYY,142,147,Tyler Mahle,Domingo Germán,641816,593334,1,6,NYY,1,7,5,N,1
718573,2023-04-15,2023-04-15T20:05:00Z,Nationals Park,R,CLE,WSH,114,120,Zach Plesac,Chad Kuhl,668676,641771,6,4,CLE,0,10,2,N,1
718576,2023-04-15,2023-04-15T20:10:00Z,Fenway Park,R,LAA,BOS,108,111,Tyler Anderson,Nick Pivetta,542881,601713,7,9,BOS,1,16,2,N,1
718545,2023-04-16,2023-04-16T20:10:00Z,T-Mobile Park,R,COL,SEA,115,136,Noah Davis,Luis Castillo,663562,622491,0,1,SEA,1,1,1,N,1
718546,2023-04-16,2023-04-16T20:07:00Z,Oakland Coliseum,R,NYM,OAK,121,133,José Buttó,JP Sears,676130,676664,4,3,NYM,0,7,1,N,1
718547,2023-04-16,2023-04-16T20:10:00Z,Dodger Stadium,R,CHC,LAD,112,119,Drew Smyly,Julio Urías,592767,628711,3,2,CHC,0,5,1,N,1
718548,2023-04-16,2023-04-16T18:15:00Z,Busch Stadium,R,PIT,STL,134,138,Mitch Keller,Miles Mikolas,656605,571945,4,5,STL,1,9,1,N,1
718549,2023-04-16,2023-04-16T20:10:00Z,Petco Park,R,MIL,SD,158,135,Wade Miley,Yu Darvish,489119,506433,1,0,MIL,0,1,1,N,1
718550,2023-04-16,2023-04-16T17:40:00Z,loanDepot park,R,AZ,MIA,109,146,Zac Gallen,Sandy Alcantara,668678,645261,5,0,AZ,0,5,5,N,1
718551,2023-04-16,2023-04-16T18:10:00Z,Kauffman Stadium,R,ATL,KC,144,118,Kyle Wright,Zack Greinke,657140,425844,5,4,ATL,0,9,1,N,1
718552,2023-04-16,2023-04-16T23:10:00Z,Minute Maid Park,R,TEX,HOU,140,117,Andrew Heaney,Framber Valdez,571760,664285,9,1,TEX,0,10,8,N,1
718553,2023-04-16,2023-04-16T18:10:00Z,Guaranteed Rate Field,R,BAL,CWS,110,145,Grayson Rodriguez,Dylan Cease,680570,656302,8,4,BAL,0,12,4,N,1
718554,2023-04-16,2023-04-16T17:40:00Z,Great American Ball Park,R,PHI,CIN,143,113,Aaron Nola,Luis Cessa,605400,570666,14,3,PHI,0,17,11,N,1
718555,2023-04-16,2023-04-16T17:35:00Z,Nationals Park,R,CLE,WSH,114,120,Shane Bieber,Patrick Corbin,669456,571578,6,7,WSH,1,13,1,N,1
718556,2023-04-16,2023-04-16T17:37:00Z,Rogers Centre,R,TB,TOR,139,141,Shane McClanahan,Alek Manoah,663556,666201,8,1,TB,0,9,7,N,1
718557,2023-04-16,2023-04-16T17:35:00Z,Yankee Stadium,R,MIN,NYY,142,147,Pablo López,Gerrit Cole,641154,543037,0,2,NYY,1,2,2,N,1
718559,2023-04-16,2023-04-16T17:35:00Z,Fenway Park,R,LAA,BOS,108,111,Reid Detmers,Garrett Whitlock,672282,676477,1,2,BOS,1,3,1,N,1
718532,2023-04-17,2023-04-18T02:10:00Z,Dodger Stadium,R,NYM,LAD,121,119,David Peterson,Dustin May,656849,669160,8,6,NYM,0,14,2,N,1
718533,2023-04-17,2023-04-18T01:40:00Z,Petco Park,R,ATL,SD,144,135,Max Fried,Ryan Weathers,608331,677960,2,0,ATL,0,2,2,N,1
718534,2023-04-17,2023-04-18T01:40:00Z,T-Mobile Park,R,MIL,SEA,158,136,Corbin Burnes,Chris Flexen,669203,623167,7,3,MIL,0,10,4,N,1
718535,2023-04-17,2023-04-18T00:40:00Z,Coors Field,R,PIT,COL,134,115,Rich Hill,Kyle Freeland,448179,607536,14,3,PIT,0,17,11,N,1
718536,2023-04-17,2023-04-18T01:40:00Z,Oakland Coliseum,R,CHC,OAK,112,133,Hayden Wesneski,Kyle Muller,669713,666205,10,1,CHC,0,11,9,N,1
718537,2023-04-17,2023-04-18T00:10:00Z,Minute Maid Park,R,TOR,HOU,141,117,Kevin Gausman,Cristian Javier,592332,664299,2,9,HOU,1,11,7,N,1
718538,2023-04-17,2023-04-17T23:45:00Z,Busch Stadium,R,AZ,STL,109,138,Merrill Kelly,Jack Flaherty,518876,656427,6,3,AZ,0,9,3,N,1
718539,2023-04-17,2023-04-17T23:40:00Z,Kauffman Stadium,R,TEX,KC,140,118,Jacob deGrom,Jordan Lyles,594798,543475,4,0,TEX,0,4,4,N,1
718540,2023-04-17,2023-04-17T15:10:00Z,Fenway Park,R,LAA,BOS,108,111,Shohei Ohtani,Brayan Bello,660271,678394,5,4,LAA,0,9,1,N,1
718542,2023-04-17,2023-04-17T22:40:00Z,Great American Ball Park,R,TB,CIN,139,113,Jalen Beeks,Hunter Greene,656222,668881,1,8,CIN,1,9,7,N,1
718544,2023-04-17,2023-04-17T22:40:00Z,loanDepot park,R,SF,MIA,137,146,Logan Webb,Jesús Luzardo,657277,666200,3,4,MIA,1,7,1,N,1
718516,2023-04-18,2023-04-19T02:10:00Z,Dodger Stadium,R,NYM,LAD,121,119,Tylor Megill,Clayton Kershaw,656731,477132,0,5,LAD,1,5,5,N,1
718517,2023-04-18,2023-04-19T01:40:00Z,T-Mobile Park,R,MIL,SEA,158,136,Colin Rea,Logan Gilbert,607067,669302,6,5,MIL,0,11,1,N,1
718519,2023-04-18,2023-04-19T01:40:00Z,Petco Park,R,ATL,SD,144,135,Spencer Strider,Blake Snell,675911,605483,8,1,ATL,0,9,7,N,1
718520,2023-04-18,2023-04-19T00:10:00Z,Minute Maid Park,R,TOR,HOU,141,117,Chris Bassitt,José Urquidy,605135,664353,4,2,TOR,0,6,2,N,1
718521,2023-04-18,2023-04-19T00:40:00Z,Coors Field,R,PIT,COL,134,115,Vince Velasquez,José Ureña,592826,570632,5,3,PIT,0,8,2,N,1
718522,2023-04-18,2023-04-18T23:40:00Z,Kauffman Stadium,R,TEX,KC,140,118,Nathan Eovaldi,Brad Keller,543135,641745,12,2,TEX,0,14,10,N,1
718523,2023-04-18,2023-04-19T01:40:00Z,Oakland Coliseum,R,CHC,OAK,112,133,Marcus Stroman,Ken Waldichuk,573186,686610,4,0,CHC,0,4,4,N,1
718524,2023-04-18,2023-04-18T23:10:00Z,Fenway Park,R,MIN,BOS,142,111,Sonny Gray,Chris Sale,543243,519242,4,5,BOS,1,9,1,N,1
718525,2023-04-18,2023-04-18T20:10:00Z,Guaranteed Rate Field,R,PHI,CWS,143,145,Zack Wheeler,Lance Lynn,554430,458681,7,4,PHI,0,11,3,Y,1
718526,2023-04-18,2023-04-18T22:40:00Z,Great American Ball Park,R,TB,CIN,139,113,Taj Bradley,Nick Lodolo,671737,666157,10,0,TB,0,10,10,N,1
718527,2023-04-18,2023-04-18T23:45:00Z,Busch Stadium,R,AZ,STL,109,138,Drey Jameson,Jordan Montgomery,686753,656756,8,7,AZ,0,15,1,N,1
718528,2023-04-18,2023-04-18T22:40:00Z,loanDepot park,R,SF,MIA,137,146,Alex Wood,Edward Cabrera,622072,665795,2,4,MIA,1,6,2,N,1
718529,2023-04-18,2023-04-18T23:05:00Z,Yankee Stadium,R,LAA,NYY,108,147,José Suarez,Clarke Schmidt,660761,657376,5,2,LAA,0,7,3,N,1
718530,2023-04-18,2023-04-18T17:10:00Z,Comerica Park,R,CLE,DET,114,116,Hunter Gaddis,Matthew Boyd,683769,571510,3,4,DET,1,7,1,Y,1
718531,2023-04-18,2023-04-18T23:05:00Z,Nationals Park,R,BAL,WSH,110,120,Dean Kremer,Josiah Gray,665152,680686,1,0,BAL,0,1,1,N,1
718541,2023-04-18,2023-04-18T17:15:00Z,Comerica Park,R,CLE,DET,114,116,Peyton Battenfield,Eduardo Rodriguez,685410,593958,0,1,DET,1,1,1,Y,2
718543,2023-04-18,2023-04-18T20:15:00Z,Guaranteed Rate Field,R,PHI,CWS,143,145,Bailey Falter,Lucas Giolito,663559,608337,0,3,CWS,1,3,3,Y,2
718501,2023-04-19,2023-04-20T00:10:00Z,Minute Maid Park,R,TOR,HOU,141,117,José Berríos,Luis Garcia,621244,677651,1,8,HOU,1,9,7,N,1
718502,2023-04-19,2023-04-19T20:10:00Z,T-Mobile Park,R,MIL,SEA,158,136,Eric Lauer,Marco Gonzales,641778,594835,5,3,MIL,0,8,2,N,1
718504,2023-04-19,2023-04-19T23:05:00Z,Yankee Stadium,R,LAA,NYY,108,147,Griffin Canning,Jhony Brito,656288,666745,2,3,NYY,1,5,1,N,1
718505,2023-04-19,2023-04-19T23:10:00Z,Fenway Park,R,MIN,BOS,142,111,Joe Ryan,Corey Kluber,657746,446372,10,4,MIN,0,14,6,N,1
718506,2023-04-19,2023-04-19T19:37:00Z,Oakland Coliseum,R,CHC,OAK,112,133,Justin Steele,Mason Miller,657006,695243,12,2,CHC,0,14,10,N,1
718507,2023-04-19,2023-04-19T20:10:00Z,Petco Park,R,ATL,SD,144,135,Charlie Morton,Nick Martinez,450203,607259,0,1,SD,1,1,1,N,1
718508,2023-04-19,2023-04-19T19:10:00Z,Dodger Stadium,R,NYM,LAD,121,119,Max Scherzer,Noah Syndergaard,453286,592789,5,3,NYM,0,8,2,N,1
718509,2023-04-19,2023-04-19T19:10:00Z,Coors Field,R,PIT,COL,134,115,Johan Oviedo,Austin Gomber,670912,596295,14,3,PIT,0,17,11,N,1
718510,2023-04-19,2023-04-19T18:10:00Z,Guaranteed Rate Field,R,PHI,CWS,143,145,Taijuan Walker,Mike Clevinger,592836,605182,5,2,PHI,0,7,3,N,1
718511,2023-04-19,2023-04-19T17:10:00Z,loanDepot park,R,SF,MIA,137,146,Alex Cobb,Trevor Rogers,502171,669432,5,2,SF,0,7,3,N,1
718512,2023-04-19,2023-04-19T17:15:00Z,Busch Stadium,R,AZ,STL,109,138,Madison Bumgarner,Jake Woodford,518516,663765,5,14,STL,1,19,9,N,1
718513,2023-04-19,2023-04-19T17:10:00Z,Comerica Park,R,CLE,DET,114,116,Cal Quantrill,Spencer Turnbull,615698,605513,3,2,CLE,0,5,1,N,1
718514,2023-04-19,2023-04-19T18:10:00Z,Kauffman Stadium,R,TEX,KC,140,118,Martín Pérez,Brady Singer,527048,663903,12,3,TEX,0,15,9,N,1
718515,2023-04-19,2023-04-19T16:35:00Z,Great American Ball Park,R,TB,CIN,139,113,Drew Rasmussen,Levi Stoudt,656876,686651,8,0,TB,0,8,8,N,1
718518,2023-04-19,2023-04-19T23:05:00Z,Nationals Park,R,BAL,WSH,110,120,Kyle Bradish,MacKenzie Gore,680694,669022,4,0,BAL,0,4,4,N,1
718494,2023-04-20,2023-04-21T01:40:00Z,Chase Field,R,SD,AZ,135,109,Michael Wacha,Ryne Nelson,608379,669194,7,5,SD,0,12,2,N,1
718496,2023-04-20,2023-04-20T20:05:00Z,Yankee Stadium,R,LAA,NYY,108,147,Patrick Sandoval,Nestor Cortes,663776,641482,3,9,NYY,1,12,6,N,1
718497,2023-04-20,2023-04-20T17:35:00Z,Fenway Park,R,MIN,BOS,142,111,Kenta Maeda,Tanner Houck,628317,656557,5,11,BOS,1,16,6,N,1
718498,2023-04-20,2023-04-20T22:40:00Z,Citizens Bank Park,R,COL,PHI,115,143,Ryan Feltner,Matt Strahm,663372,621381,5,0,COL,0,5,5,N,1
718499,2023-04-20,2023-04-20T23:40:00Z,Wrigley Field,R,LAD,CHC,119,112,Michael Grove,Javier Assad,675627,665871,6,2,LAD,0,8,4,N,1
718500,2023-04-20,2023-04-20T22:35:00Z,PNC Park,R,CIN,PIT,113,134,Luke Weaver,Roansy Contreras,596133,672710,3,4,PIT,1,7,1,N,1
718503,2023-04-20,2023-04-21T01:45:00Z,Oracle Park,R,NYM,SF,121,137,Kodai Senga,Sean Manaea,673540,640455,9,4,NYM,0,13,5,N,1
718480,2023-04-21,2023-04-22T02:15:00Z,Oracle Park,R,NYM,SF,121,137,Joey Lucchesi,Anthony DeSclafani,664192,543101,7,0,NYM,0,7,7,N,1
718481,2023-04-21,2023-04-22T02:10:00Z,T-Mobile Park,R,STL,SEA,138,136,Steven Matz,George Kirby,571927,669923,2,5,SEA,1,7,3,N,1
718482,2023-04-21,2023-04-22T00:10:00Z,Target Field,R,WSH,MIN,120,142,Trevor Williams,Tyler Mahle,592866,641816,3,2,WSH,0,5,1,N,1
718483,2023-04-21,2023-04-22T00:10:00Z,American Family Field,R,BOS,MIL,111,158,Nick Pivetta,Freddy Peralta,601713,642547,5,3,BOS,0,8,2,N,1
718484,2023-04-21,2023-04-22T01:40:00Z,Chase Field,R,SD,AZ,135,109,Seth Lugo,Zac Gallen,607625,668678,0,9,AZ,1,9,9,N,1
718485,2023-04-21,2023-04-22T01:38:00Z,Angel Stadium,R,KC,LAA,118,108,Taylor Clarke,Shohei Ohtani,664199,660271,0,2,LAA,1,2,2,N,1
718486,2023-04-21,2023-04-21T22:40:00Z,Tropicana Field,R,CWS,TB,145,139,Michael Kopech,Calvin Faucher,656629,676534,7,8,TB,1,15,1,N,1
718487,2023-04-21,2023-04-21T23:05:00Z,Yankee Stadium,R,TOR,NYY,141,147,Yusei Kikuchi,Domingo Germán,579328,593334,6,1,TOR,0,7,5,N,1
718489,2023-04-21,2023-04-21T23:20:00Z,Truist Park,R,HOU,ATL,117,144,Hunter Brown,Bryce Elder,686613,693821,6,4,HOU,0,10,2,N,1
718490,2023-04-21,2023-04-22T00:05:00Z,Globe Life Field,R,OAK,TEX,133,140,JP Sears,Jon Gray,676664,592351,5,4,OAK,0,9,1,N,1
718491,2023-04-21,2023-04-21T18:20:00Z,Wrigley Field,R,LAD,CHC,119,112,Julio Urías,Drew Smyly,628711,592767,0,13,CHC,1,13,13,N,1
718492,2023-04-21,2023-04-21T22:35:00Z,PNC Park,R,CIN,PIT,113,134,Graham Ashcraft,Mitch Keller,668933,656605,2,4,PIT,1,6,2,N,1
718493,2023-04-21,2023-04-21T23:05:00Z,Citizens Bank Park,R,COL,PHI,115,143,Noah Davis,Aaron Nola,663562,605400,3,4,PHI,1,7,1,N,1
718495,2023-04-21,2023-04-21T23:05:00Z,Oriole Park at Camden Yards,R,DET,BAL,116,110,Michael Lorenzen,Tyler Wells,547179,669330,1,2,BAL,1,3,1,N,1
718464,2023-04-22,2023-04-23T01:40:00Z,T-Mobile Park,R,STL,SEA,138,136,Miles Mikolas,Luis Castillo,571945,622491,4,5,SEA,1,9,1,N,1
718466,2023-04-22,2023-04-23T01:07:00Z,Angel Stadium,R,KC,LAA,118,108,Zack Greinke,Tyler Anderson,425844,542881,11,8,KC,0,19,3,N,1
718467,2023-04-22,2023-04-23T00:10:00Z,Chase Field,R,SD,AZ,135,109,Joe Musgrove,Merrill Kelly,605397,518876,5,3,SD,0,8,2,N,1
718468,2023-04-22,2023-04-22T18:10:00Z,Target Field,R,WSH,MIN,120,142,Chad Kuhl,Pablo López,641771,641154,10,4,WSH,0,14,6,N,1
718469,2023-04-22,2023-04-22T23:05:00Z,Globe Life Field,R,OAK,TEX,133,140,Shintaro Fujinami,Andrew Heaney,660261,571760,3,18,TEX,1,21,15,N,1
718470,2023-04-22,2023-04-22T23:10:00Z,American Family Field,R,BOS,MIL,111,158,Garrett Whitlock,Wade Miley,676477,489119,4,5,MIL,1,9,1,N,1
718471,2023-04-22,2023-04-22T23:20:00Z,Truist Park,R,HOU,ATL,117,144,Framber Valdez,Kyle Wright,664285,657140,6,3,HOU,0,9,3,N,1
718472,2023-04-22,2023-04-22T23:05:00Z,Oriole Park at Camden Yards,R,DET,BAL,116,110,Joey Wentz,Kyle Gibson,666214,502043,1,5,BAL,1,6,4,N,1
718473,2023-04-22,2023-04-22T19:10:00Z,Progressive Field,R,MIA,CLE,146,114,Devin Smeltzer,Shane Bieber,656970,669456,6,1,MIA,0,7,5,Y,1
718474,2023-04-22,2023-04-22T22:35:00Z,PNC Park,R,CIN,PIT,113,134,Luis Cessa,Rich Hill,570666,448179,1,2,PIT,1,3,1,N,1
718475,2023-04-22,2023-04-22T19:05:00Z,Citizens Bank Park,R,COL,PHI,115,143,Kyle Freeland,Cristopher Sánchez,607536,650911,3,4,PHI,1,7,1,N,1
718476,2023-04-22,2023-04-22T17:05:00Z,Yankee Stadium,R,TOR,NYY,141,147,Alek Manoah,Gerrit Cole,666201,543037,2,3,NYY,1,5,1,N,1
