game_pk,date,start_time_utc,venue,game_type,away_team,home_team,away_team_id,home_team_id,away_probable,home_probable,away_probable_id,home_probable_id,away_score,home_score,winner,home_won,total_runs,run_differential,double_header,game_number
778220,2025-04-22,2025-04-22T23:40:00Z,Wrigley Field,R,LAD,CHC,119,112,Dustin May,Shota Imanaga,669160,684007,10,11,CHC,1,21,1,N,1
778221,2025-04-22,2025-04-22T22:40:00Z,Comerica Park,R,SD,DET,135,116,Nick Pivetta,Jack Flaherty,601713,656427,2,0,SD,0,2,2,N,1
778222,2025-04-22,2025-04-22T22:45:00Z,Nationals Park,R,BAL,WSH,110,120,Dean Kremer,Mitchell Parker,665152,680730,0,7,WSH,1,7,7,N,1
778223,2025-04-22,2025-04-22T23:10:00Z,Citi Field,R,PHI,NYM,143,121,Cristopher Sánchez,Griffin Canning,650911,656288,1,5,NYM,1,6,4,N,1
778224,2025-04-22,2025-04-22T22:45:00Z,Fenway Park,R,SEA,BOS,136,111,Bryce Miller,Brayan Bello,682243,678394,3,8,BOS,1,11,5,N,1
778229,2025-04-22,2025-04-22T23:15:00Z,Truist Park,R,STL,ATL,138,144,Andre Pallante,Scott Blewett,669467,656240,10,4,STL,0,14,6,N,1
778197,2025-04-23,2025-04-24T02:05:00Z,Sutter Health Park,R,TEX,ATH,140,133,Kumar Rocker,JP Sears,677958,676664,2,5,ATH,1,7,3,N,1
778198,2025-04-23,2025-04-24T01:45:00Z,Oracle Park,R,MIL,SF,158,137,Freddy Peralta,Logan Webb,642547,657277,2,4,SF,1,6,2,N,1
778199,2025-04-23,2025-04-24T01:40:00Z,Chase Field,R,TB,AZ,139,109,Taj Bradley,Eduardo Rodriguez,671737,593958,7,6,TB,0,13,1,N,1
778200,2025-04-23,2025-04-23T23:40:00Z,Daikin Park,R,TOR,HOU,141,117,Bowden Francis,Ryan Gusto,670102,687473,1,3,HOU,1,4,2,N,1
778201,2025-04-23,2025-04-23T23:40:00Z,Target Field,R,CWS,MIN,145,142,Bryse Wilson,David Festa,669060,701581,3,6,MIN,1,9,3,N,1
778202,2025-04-23,2025-04-24T01:38:00Z,Angel Stadium,R,PIT,LAA,134,108,Andrew Heaney,Jack Kochanowicz,571760,686799,3,0,PIT,0,3,3,N,1
778203,2025-04-23,2025-04-23T17:10:00Z,Citi Field,R,PHI,NYM,143,121,Zack Wheeler,David Peterson,554430,656849,3,4,NYM,1,7,1,N,1
778204,2025-04-23,2025-04-23T22:45:00Z,Nationals Park,R,BAL,WSH,110,120,Tomoyuki Sugano,Trevor Williams,608372,592866,3,4,WSH,1,7,1,N,1
778205,2025-04-23,2025-04-23T23:00:00Z,Wrigley Field,R,LAD,CHC,119,112,Ben Casparius,Matthew Boyd,676508,571510,6,7,CHC,1,13,1,N,1
778206,2025-04-23,2025-04-23T17:10:00Z,Progressive Field,R,NYY,CLE,147,114,Carlos Rodón,Luis Ortiz,607074,682847,5,1,NYY,0,6,4,N,1
778207,2025-04-23,2025-04-23T22:45:00Z,Fenway Park,R,SEA,BOS,136,111,Emerson Hancock,Sean Newcomb,676106,656794,8,5,SEA,0,13,3,N,1
778208,2025-04-23,2025-04-23T17:10:00Z,loanDepot park,R,CIN,MIA,113,146,Brady Singer,Sandy Alcantara,663903,645261,5,2,CIN,0,7,3,N,1
778209,2025-04-23,2025-04-23T17:10:00Z,Comerica Park,R,SD,DET,135,116,Kyle Hart,Reese Olson,606996,681857,0,6,DET,1,6,6,N,1
778214,2025-04-23,2025-04-23T16:15:00Z,Truist Park,R,STL,ATL,138,144,Miles Mikolas,Bryce Elder,571945,693821,1,4,ATL,1,5,3,N,1
778188,2025-04-24,2025-04-25T01:40:00Z,Chase Field,R,TB,AZ,139,109,Drew Rasmussen,Corbin Burnes,656876,669203,7,4,TB,0,11,3,N,1
778189,2025-04-24,2025-04-24T17:10:00Z,Target Field,R,CWS,MIN,145,142,Shane Smith,Chris Paddack,681343,663978,3,0,CWS,0,3,3,N,1
778190,2025-04-24,2025-04-24T18:10:00Z,Kauffman Stadium,R,COL,KC,115,118,Germán Márquez,Cole Ragans,608566,666142,4,7,KC,1,11,3,Y,1
778191,2025-04-24,2025-04-25T01:29:00Z,Angel Stadium,R,PIT,LAA,134,108,Carmen Mlodzinski,Tyler Anderson,669387,542881,3,4,LAA,1,7,1,N,1
778192,2025-04-24,2025-04-25T02:05:00Z,Sutter Health Park,R,TEX,ATH,140,133,Jacob deGrom,J.T. Ginn,594798,669372,3,4,ATH,1,7,1,N,1
778193,2025-04-24,2025-04-24T22:45:00Z,Nationals Park,R,BAL,WSH,110,120,Cade Povich,MacKenzie Gore,700249,669022,2,1,BAL,0,3,1,N,1
778194,2025-04-24,2025-04-24T19:45:00Z,Oracle Park,R,MIL,SF,158,137,Tobias Myers,Landen Roupp,668964,694738,5,6,SF,1,11,1,N,1
778195,2025-04-24,2025-04-24T18:15:00Z,Kauffman Stadium,R,COL,KC,115,118,Chase Dollander,Michael Lorenzen,801403,547179,2,6,KC,1,8,4,Y,2
778196,2025-04-24,2025-04-24T17:35:00Z,Fenway Park,R,SEA,BOS,136,111,Bryan Woo,Garrett Crochet,693433,676979,4,3,SEA,0,7,1,N,1
778171,2025-04-25,2025-04-26T02:15:00Z,Oracle Park,R,TEX,SF,140,137,Nathan Eovaldi,Justin Verlander,543135,434378,2,0,TEX,0,2,2,N,1
778172,2025-04-25,2025-04-26T01:40:00Z,Petco Park,R,TB,SD,139,135,Shane Baz,Michael King,669358,650633,1,0,TB,0,1,1,N,1
778175,2025-04-25,2025-04-26T01:40:00Z,T-Mobile Park,R,MIA,SEA,146,136,Cal Quantrill,Logan Gilbert,615698,669302,8,4,MIA,0,12,4,N,1
778176,2025-04-25,2025-04-26T02:10:00Z,Dodger Stadium,R,PIT,LAD,134,119,Paul Skenes,Yoshinobu Yamamoto,694973,808967,3,0,PIT,0,3,3,N,1
778177,2025-04-25,2025-04-26T01:40:00Z,Chase Field,R,ATL,AZ,144,109,Chris Sale,Zac Gallen,519242,668678,8,2,ATL,0,10,6,N,1
778178,2025-04-25,2025-04-26T02:05:00Z,Sutter Health Park,R,CWS,ATH,145,133,Tyler Gilbert,Luis Severino,656457,622663,5,6,ATH,1,11,1,N,1
778181,2025-04-25,2025-04-26T00:40:00Z,Coors Field,R,CIN,COL,113,115,Andrew Abbott,Kyle Freeland,671096,607536,8,7,CIN,0,15,1,N,1
778182,2025-04-25,2025-04-25T18:20:00Z,Wrigley Field,R,PHI,CHC,143,112,Taijuan Walker,Colin Rea,592836,607067,0,4,CHC,1,4,4,N,1
778183,2025-04-25,2025-04-25T22:45:00Z,Nationals Park,R,NYM,WSH,121,120,Kodai Senga,Jake Irvin,673540,663623,4,5,WSH,1,9,1,N,1
778184,2025-04-25,2025-04-26T00:15:00Z,Busch Stadium,R,MIL,STL,158,138,Chad Patrick,Matthew Liberatore,694477,669461,2,3,STL,1,5,1,N,1
778185,2025-04-25,2025-04-25T23:05:00Z,Yankee Stadium,R,TOR,NYY,141,147,José Berríos,Carlos Carrasco,621244,471911,4,2,TOR,0,6,2,N,1
778186,2025-04-25,2025-04-25T23:40:00Z,Target Field,R,LAA,MIN,108,142,Kyle Hendricks,Pablo López,543294,641154,4,11,MIN,1,15,7,N,1
778187,2025-04-25,2025-04-25T23:40:00Z,Kauffman Stadium,R,HOU,KC,117,118,Hayden Wesneski,Seth Lugo,669713,607625,0,2,KC,1,2,2,N,1
778154,2025-04-26,2025-04-27T01:40:00Z,T-Mobile Park,R,MIA,SEA,146,136,Connor Gillispie,Luis Castillo,687362,622491,0,14,SEA,1,14,14,N,1
778159,2025-04-26,2025-04-26T20:05:00Z,Oracle Park,R,TEX,SF,140,137,Tyler Mahle,Robbie Ray,641816,592662,2,3,SF,1,5,1,N,1
778160,2025-04-26,2025-04-27T00:40:00Z,Petco Park,R,TB,SD,139,135,Ryan Pepiot,Dylan Cease,686752,656302,4,1,TB,0,5,3,N,1
778161,2025-04-26,2025-04-26T19:10:00Z,Coors Field,R,CIN,COL,113,115,Hunter Greene,Antonio Senzatela,668881,622608,6,4,CIN,0,10,2,N,1
778162,2025-04-26,2025-04-27T00:10:00Z,Chase Field,R,ATL,AZ,144,109,Grant Holmes,Merrill Kelly,656550,518876,8,7,ATL,0,15,1,N,1
778163,2025-04-26,2025-04-27T01:10:00Z,Dodger Stadium,R,PIT,LAD,134,119,Mitch Keller,Roki Sasaki,656605,808963,4,8,LAD,1,12,4,N,1
778164,2025-04-26,2025-04-26T18:15:00Z,Busch Stadium,R,MIL,STL,158,138,Quinn Priester,Sonny Gray,682990,543243,5,6,STL,1,11,1,N,1
778165,2025-04-26,2025-04-26T20:05:00Z,Sutter Health Park,R,CWS,ATH,145,133,Tyler Gilbert,Jeffrey Springs,656457,605488,10,3,CWS,0,13,7,N,1
778166,2025-04-26,2025-04-26T18:10:00Z,Target Field,R,LAA,MIN,108,142,Yusei Kikuchi,Simeon Woods Richardson,579328,680573,1,5,MIN,1,6,4,N,1
778167,2025-04-26,2025-04-26T23:10:00Z,Kauffman Stadium,R,HOU,KC,117,118,Framber Valdez,Michael Wacha,664285,608379,0,2,KC,1,2,2,N,1
778168,2025-04-26,2025-04-26T17:10:00Z,Comerica Park,R,BAL,DET,110,116,Brandon Young,Casey Mize,687064,663554,3,4,DET,1,7,1,S,1
778169,2025-04-26,2025-04-26T22:10:00Z,Progressive Field,R,BOS,CLE,111,114,Walker Buehler,Doug Nikhazy,621111,680951,7,3,BOS,0,10,4,S,2
778173,2025-04-26,2025-04-26T20:05:00Z,Nationals Park,R,NYM,WSH,121,120,Clay Holmes,Brad Lord,605280,695418,2,0,NYM,0,2,2,N,1
778174,2025-04-26,2025-04-26T20:05:00Z,Wrigley Field,R,PHI,CHC,143,112,Jesús Luzardo,Ben Brown,666200,676962,10,4,PHI,0,14,6,N,1
778179,2025-04-26,2025-04-26T17:10:00Z,Progressive Field,R,BOS,CLE,111,114,Tanner Houck,Ben Lively,656557,594902,4,5,CLE,1,9,1,S,1
778180,2025-04-26,2025-04-26T22:10:00Z,Comerica Park,R,BAL,DET,110,116,Keegan Akin,Keider Montero,669211,672456,2,6,DET,1,8,4,S,2
778136,2025-04-27,2025-04-27T20:10:00Z,T-Mobile Park,R,MIA,SEA,146,136,Max Meyer,Logan Evans,676974,688138,6,7,SEA,1,13,1,N,1
778144,2025-04-27,2025-04-27T17:40:00Z,Target Field,R,LAA,MIN,108,142,José Soriano,Joe Ryan,667755,657746,0,5,MIN,1,5,5,N,1
778145,2025-04-27,2025-04-27T20:10:00Z,Dodger Stadium,R,PIT,LAD,134,119,Bailey Falter,Tyler Glasnow,663559,607192,2,9,LAD,1,11,7,N,1
778146,2025-04-27,2025-04-27T20:10:00Z,Petco Park,R,TB,SD,139,135,Zack Littell,Randy Vásquez,641793,681190,4,2,TB,0,6,2,N,1
778147,2025-04-27,2025-04-27T20:10:00Z,Chase Field,R,ATL,AZ,144,109,Spencer Schwellenbach,Brandon Pfaadt,680885,694297,4,6,AZ,1,10,2,N,1
778148,2025-04-27,2025-04-27T19:10:00Z,Coors Field,R,CIN,COL,113,115,Nick Lodolo,Bradley Blalock,666157,687134,8,1,CIN,0,9,7,N,1
778149,2025-04-27,2025-04-27T20:05:00Z,Sutter Health Park,R,CWS,ATH,145,133,Brandon Eisert,Osvaldo Bido,685126,674370,2,3,ATH,1,5,1,N,1
778150,2025-04-27,2025-04-27T18:15:00Z,Busch Stadium,R,MIL,STL,158,138,Jose Quintana,Erick Fedde,500779,607200,7,1,MIL,0,8,6,N,1
778151,2025-04-27,2025-04-27T20:05:00Z,Oracle Park,R,TEX,SF,140,137,Jack Leiter,Jordan Hicks,683004,663855,2,3,SF,1,5,1,N,1
778152,2025-04-27,2025-04-27T18:10:00Z,Kauffman Stadium,R,HOU,KC,117,118,Hunter Brown,Kris Bubic,686613,663460,7,3,HOU,0,10,4,N,1
778153,2025-04-27,2025-04-27T17:35:00Z,Nationals Park,R,NYM,WSH,121,120,Tylor Megill,Mitchell Parker,656731,680730,7,8,WSH,1,15,1,N,1
778155,2025-04-27,2025-04-27T17:40:00Z,Comerica Park,R,BAL,DET,110,116,Dean Kremer,Tarik Skubal,665152,669373,0,7,DET,1,7,7,N,1
778156,2025-04-27,2025-04-27T17:35:00Z,Yankee Stadium,R,TOR,NYY,141,147,Kevin Gausman,Max Fried,592332,608331,2,11,NYY,1,13,9,Y,1
778157,2025-04-27,2025-04-27T17:40:00Z,Progressive Field,R,BOS,CLE,111,114,Brayan Bello,Logan Allen,678394,671106,13,3,BOS,0,16,10,N,1
778158,2025-04-27,2025-04-27T23:10:00Z,Wrigley Field,R,PHI,CHC,143,112,Aaron Nola,Jameson Taillon,605400,592791,3,1,PHI,0,4,2,N,1
778170,2025-04-27,2025-04-27T17:40:00Z,Yankee Stadium,R,TOR,NYY,141,147,Chris Bassitt,Clarke Schmidt,605135,657376,1,5,NYY,1,6,4,Y,2
778132,2025-04-28,2025-04-29T02:10:00Z,Dodger Stadium,R,MIA,LAD,146,119,Edward Cabrera,Dustin May,665795,669160,6,7,LAD,1,13,1,N,1
778137,2025-04-28,2025-04-29T00:40:00Z,Coors Field,R,ATL,COL,144,115,Bryce Elder,Ryan Feltner,693821,663372,6,3,ATL,0,9,3,N,1
778138,2025-04-28,2025-04-28T20:05:00Z,Nationals Park,R,NYM,WSH,121,120,Griffin Canning,Trevor Williams,656288,592866,19,5,NYM,0,24,14,N,1
778139,2025-04-28,2025-04-28T22:10:00Z,Progressive Field,R,MIN,CLE,142,114,Bailey Ober,Gavin Williams,641927,668909,11,1,MIN,0,12,10,N,1
778140,2025-04-28,2025-04-28T22:35:00Z,Oriole Park at Camden Yards,R,NYY,BAL,147,110,Will Warren,Tomoyuki Sugano,701542,608372,3,4,BAL,1,7,1,N,1
778141,2025-04-28,2025-04-28T22:40:00Z,Great American Ball Park,R,STL,CIN,138,113,Andre Pallante,Nick Martinez,669467,607259,1,3,CIN,1,4,2,N,1
778142,2025-04-28,2025-04-29T00:10:00Z,Daikin Park,R,DET,HOU,116,117,Jack Flaherty,Ronel Blanco,656427,669854,5,8,HOU,1,13,3,N,1
778143,2025-04-28,2025-04-29T00:05:00Z,Globe Life Field,R,ATH,TEX,133,140,JP Sears,Patrick Corbin,676664,571578,2,1,ATH,0,3,1,N,1
778120,2025-04-29,2025-04-30T00:40:00Z,Coors Field,R,ATL,COL,144,115,AJ Smith-Shawver,Germán Márquez,700363,608566,8,2,ATL,0,10,6,N,1
778121,2025-04-29,2025-04-30T01:40:00Z,T-Mobile Park,R,LAA,SEA,108,136,Jack Kochanowicz,Bryce Miller,686799,682243,3,5,SEA,1,8,2,N,1
778122,2025-04-29,2025-04-30T00:05:00Z,Globe Life Field,R,ATH,TEX,133,140,Jacob Lopez,Jacob deGrom,682052,594798,2,15,TEX,1,17,13,N,1
778123,2025-04-29,2025-04-30T02:10:00Z,Dodger Stadium,R,MIA,LAD,146,119,Sandy Alcantara,,645261,,2,15,LAD,1,17,13,N,1
778124,2025-04-29,2025-04-30T00:10:00Z,Daikin Park,R,DET,HOU,116,117,Reese Olson,Ryan Gusto,681857,687473,4,6,HOU,1,10,2,N,1
778125,2025-04-29,2025-04-29T23:40:00Z,Rate Field,R,MIL,CWS,158,145,Freddy Peralta,Bryse Wilson,642547,669060,7,2,MIL,0,9,5,N,1
778126,2025-04-29,2025-04-30T01:40:00Z,Petco Park,R,SF,SD,137,135,Logan Webb,Nick Pivetta,657277,601713,4,7,SD,1,11,3,N,1
778127,2025-04-29,2025-04-29T23:07:00Z,Rogers Centre,R,BOS,TOR,111,141,Garrett Crochet,Bowden Francis,676979,670102,10,2,BOS,0,12,8,N,1
778128,2025-04-29,2025-04-29T23:05:00Z,George M. Steinbrenner Field,R,KC,TB,118,139,Michael Lorenzen,Taj Bradley,547179,671737,3,1,KC,0,4,2,N,1
778129,2025-04-29,2025-04-29T22:10:00Z,Progressive Field,R,MIN,CLE,142,114,Chris Paddack,Tanner Bibee,663978,676440,1,2,CLE,1,3,1,N,1
778130,2025-04-29,2025-04-29T23:10:00Z,Citi Field,R,AZ,NYM,109,121,Eduardo Rodriguez,David Peterson,593958,656849,3,8,NYM,1,11,5,N,1
778131,2025-04-29,2025-04-29T22:45:00Z,Citizens Bank Park,R,WSH,PHI,120,143,MacKenzie Gore,Zack Wheeler,669022,554430,6,7,PHI,1,13,1,N,1
778133,2025-04-29,2025-04-29T22:35:00Z,Oriole Park at Camden Yards,R,NYY,BAL,147,110,Carlos Rodón,Kyle Gibson,607074,502043,15,3,NYY,0,18,12,N,1
778135,2025-04-29,2025-04-29T22:40:00Z,PNC Park,R,CHC,PIT,112,134,Shota Imanaga,Andrew Heaney,684007,571760,9,0,CHC,0,9,9,N,1
778102,2025-04-30,2025-04-30T19:10:00Z,Coors Field,R,ATL,COL,144,115,Chris Sale,Chase Dollander,519242,801403,1,2,COL,1,3,1,N,1
778104,2025-04-30,2025-04-30T20:10:00Z,T-Mobile Park,R,LAA,SEA,108,136,Tyler Anderson,Emerson Hancock,542881,676106,3,9,SEA,1,12,6,N,1
778105,2025-04-30,2025-04-30T20:10:00Z,Petco Park,R,SF,SD,137,135,Landen Roupp,Michael King,694738,650633,3,5,SD,1,8,2,N,1
778106,2025-04-30,2025-05-01T00:05:00Z,Globe Life Field,R,ATH,TEX,133,140,Luis Severino,Nathan Eovaldi,622663,543135,7,1,ATH,0,8,6,N,1
778109,2025-04-30,2025-04-30T19:10:00Z,Dodger Stadium,R,MIA,LAD,146,119,Cal Quantrill,Tony Gonsolin,615698,664062,7,12,LAD,1,19,5,N,1
778110,2025-04-30,2025-04-30T18:10:00Z,Daikin Park,R,DET,HOU,116,117,Jackson Jobe,AJ Blubaugh,695549,805123,7,4,DET,0,11,3,N,1
778111,2025-04-30,2025-04-30T23:40:00Z,Rate Field,R,MIL,CWS,158,145,Tobias Myers,Shane Smith,668964,681343,6,4,MIL,0,10,2,N,1
778112,2025-04-30,2025-04-30T22:40:00Z,PNC Park,R,CHC,PIT,112,134,Matthew Boyd,Carmen Mlodzinski,571510,669387,3,4,PIT,1,7,1,N,1
778113,2025-04-30,2025-04-30T23:05:00Z,George M. Steinbrenner Field,R,KC,TB,118,139,Noah Cameron,Drew Rasmussen,702070,656876,3,0,KC,0,3,3,N,1
778114,2025-04-30,2025-04-30T23:07:00Z,Rogers Centre,R,BOS,TOR,111,141,Lucas Giolito,Yariel Rodríguez,608337,684320,6,7,TOR,1,13,1,N,1
778115,2025-04-30,2025-04-30T22:35:00Z,Oriole Park at Camden Yards,R,NYY,BAL,147,110,Carlos Carrasco,Cade Povich,471911,700249,4,5,BAL,1,9,1,N,1
778116,2025-04-30,2025-04-30T22:10:00Z,Progressive Field,R,MIN,CLE,142,114,Pablo López,Luis Ortiz,641154,682847,2,4,CLE,1,6,2,N,1
778117,2025-04-30,2025-04-30T23:10:00Z,Citi Field,R,AZ,NYM,109,121,Corbin Burnes,Huascar Brazobán,669203,623211,4,3,AZ,0,7,1,N,1
778118,2025-04-30,2025-04-30T22:45:00Z,Citizens Bank Park,R,WSH,PHI,120,143,Jake Irvin,Cristopher Sánchez,663623,650911,2,7,PHI,1,9,5,N,1
778119,2025-04-30,2025-04-30T22:40:00Z,Great American Ball Park,R,STL,CIN,138,113,Steven Matz,Chase Petty,571927,695534,9,1,STL,0,10,8,S,2
778134,2025-04-30,2025-04-30T16:40:00Z,Great American Ball Park,R,STL,CIN,138,113,Miles Mikolas,Brady Singer,571945,663903,6,0,STL,0,6,6,S,1
778094,2025-05-01,2025-05-01T18:10:00Z,Rate Field,R,MIL,CWS,158,145,Chad Patrick,Sean Burke,694477,680732,0,8,CWS,1,8,8,N,1
778095,2025-05-01,2025-05-01T23:07:00Z,Rogers Centre,R,BOS,TOR,111,141,Tanner Houck,José Berríos,656557,621244,2,4,TOR,1,6,2,N,1
778096,2025-05-01,2025-05-01T18:35:00Z,Globe Life Field,R,ATH,TEX,133,140,Jeffrey Springs,Tyler Mahle,605488,641816,3,0,ATH,0,3,3,N,1
778097,2025-05-01,2025-05-01T17:10:00Z,George M. Steinbrenner Field,R,KC,TB,118,139,Seth Lugo,Shane Baz,607625,669358,8,2,KC,0,10,6,N,1
778098,2025-05-01,2025-05-02T01:45:00Z,Oracle Park,R,COL,SF,115,137,Kyle Freeland,Justin Verlander,607536,434378,4,3,COL,0,7,1,N,1
778099,2025-05-01,2025-05-01T22:45:00Z,Citizens Bank Park,R,WSH,PHI,120,143,Brad Lord,Taijuan Walker,695418,592836,4,2,WSH,0,6,2,N,1
778100,2025-05-01,2025-05-01T16:35:00Z,PNC Park,R,CHC,PIT,112,134,Colin Rea,Paul Skenes,607067,694973,8,3,CHC,0,11,5,N,1
778101,2025-05-01,2025-05-02T01:38:00Z,Angel Stadium,R,DET,LAA,116,108,Casey Mize,Yusei Kikuchi,663554,579328,10,4,DET,0,14,6,N,1
778103,2025-05-01,2025-05-01T17:10:00Z,Citi Field,R,AZ,NYM,109,121,Zac Gallen,Kodai Senga,668678,673540,4,2,AZ,0,6,2,N,1
778107,2025-05-01,2025-05-01T16:40:00Z,Great American Ball Park,R,STL,CIN,138,113,Matthew Liberatore,Andrew Abbott,669461,671096,1,9,CIN,1,10,8,N,1
778108,2025-05-01,2025-05-01T17:10:00Z,Progressive Field,R,MIN,CLE,142,114,Simeon Woods Richardson,Ben Lively,680573,594902,3,4,CLE,1,7,1,N,1
778079,2025-05-02,2025-05-02T23:40:00Z,Rate Field,R,HOU,CWS,117,145,Framber Valdez,Jonathan Cannon,664285,686563,3,7,CWS,1,10,4,N,1
778080,2025-05-02,2025-05-03T00:10:00Z,American Family Field,R,CHC,MIL,112,158,Ben Brown,Tyler Alexander,676962,641302,10,0,CHC,0,10,10,N,1
778081,2025-05-02,2025-05-02T23:07:00Z,Rogers Centre,R,CLE,TOR,114,141,Logan Allen,Chris Bassitt,671106,605135,3,5,TOR,1,8,2,N,1
778082,2025-05-02,2025-05-03T02:15:00Z,Oracle Park,R,COL,SF,115,137,Antonio Senzatela,Robbie Ray,622608,592662,0,4,SF,1,4,4,N,1
778083,2025-05-02,2025-05-03T00:05:00Z,Globe Life Field,R,SEA,TEX,136,140,Bryan Woo,Jack Leiter,693433,683004,13,1,SEA,0,14,12,N,1
778084,2025-05-02,2025-05-03T00:15:00Z,Busch Stadium,R,NYM,STL,121,138,Clay Holmes,Sonny Gray,605280,543243,9,3,NYM,0,12,6,N,1
778085,2025-05-02,2025-05-03T01:38:00Z,Angel Stadium,R,DET,LAA,116,108,Tarik Skubal,José Soriano,669373,667755,9,1,DET,0,10,8,N,1
778086,2025-05-02,2025-05-02T22:45:00Z,Citizens Bank Park,R,AZ,PHI,109,143,Merrill Kelly,Jesús Luzardo,518876,666200,2,3,PHI,1,5,1,N,1
778087,2025-05-02,2025-05-02T22:10:00Z,Great American Ball Park,R,WSH,CIN,120,113,Mitchell Parker,Hunter Greene,680730,668881,1,6,CIN,1,7,5,N,1
778088,2025-05-02,2025-05-02T23:05:00Z,Yankee Stadium,R,TB,NYY,139,147,Ryan Pepiot,Max Fried,686752,608331,0,3,NYY,1,3,3,N,1
778089,2025-05-02,2025-05-02T23:10:00Z,Fenway Park,R,MIN,BOS,142,111,Joe Ryan,Brayan Bello,657746,678394,1,6,BOS,1,7,5,N,1
778090,2025-05-02,2025-05-02T22:40:00Z,PNC Park,R,SD,PIT,135,134,Dylan Cease,Mitch Keller,656302,656605,9,4,SD,0,13,5,N,1
778091,2025-05-02,2025-05-02T23:10:00Z,loanDepot park,R,ATH,MIA,133,146,Gunnar Hoglund,Valente Bellozo,680684,678368,6,1,ATH,0,7,5,N,1
778092,2025-05-02,2025-05-02T23:15:00Z,Truist Park,R,LAD,ATL,119,144,Yoshinobu Yamamoto,Grant Holmes,808967,656550,2,1,LAD,0,3,1,N,1
778093,2025-05-02,2025-05-02T23:05:00Z,Oriole Park at Camden Yards,R,KC,BAL,118,110,Michael Wacha,Dean Kremer,608379,665152,0,3,BAL,1,3,3,N,1
778064,2025-05-03,2025-05-03T19:07:00Z,Rogers Centre,R,CLE,TOR,114,141,Gavin Williams,Kevin Gausman,668909,592332,5,3,CLE,0,8,2,N,1
778065,2025-05-03,2025-05-03T20:05:00Z,PNC Park,R,SD,PIT,135,134,Randy Vásquez,Bailey Falter,681190,663559,2,1,SD,0,3,1,N,1
778066,2025-05-03,2025-05-03T18:10:00Z,Rate Field,R,HOU,CWS,117,145,Hunter Brown,Davis Martin,686613,663436,8,3,HOU,0,11,5,N,1
778067,2025-05-03,2025-05-04T01:38:00Z,Angel Stadium,R,DET,LAA,116,108,Jack Flaherty,Kyle Hendricks,656427,543294,2,5,LAA,1,7,3,N,1
778069,2025-05-03,2025-05-03T20:05:00Z,Oracle Park,R,COL,SF,115,137,Bradley Blalock,Jordan Hicks,687134,663855,3,6,SF,1,9,3,N,1
778070,2025-05-03,2025-05-03T23:05:00Z,Globe Life Field,R,SEA,TEX,136,140,Luis Castillo,Patrick Corbin,622491,571578,2,1,SEA,0,3,1,N,1
778071,2025-05-03,2025-05-03T23:10:00Z,American Family Field,R,CHC,MIL,112,158,Jameson Taillon,Jose Quintana,592791,500779,6,2,CHC,0,8,4,N,1
778072,2025-05-03,2025-05-03T23:15:00Z,Oriole Park at Camden Yards,R,KC,BAL,118,110,Kris Bubic,Tomoyuki Sugano,663460,608372,4,0,KC,0,4,4,N,1
778073,2025-05-03,2025-05-03T20:10:00Z,Fenway Park,R,MIN,BOS,142,111,Bailey Ober,Hunter Dobbins,641927,690928,4,3,MIN,0,7,1,N,1
778074,2025-05-03,2025-05-03T17:05:00Z,Yankee Stadium,R,TB,NYY,139,147,Zack Littell,Ryan Yarbrough,641793,642232,3,2,TB,0,5,1,N,1
778075,2025-05-03,2025-05-03T20:10:00Z,loanDepot park,R,ATH,MIA,133,146,Osvaldo Bido,Max Meyer,674370,676974,6,9,MIA,1,15,3,N,1
778076,2025-05-03,2025-05-03T23:15:00Z,Truist Park,R,LAD,ATL,119,144,Roki Sasaki,Spencer Schwellenbach,808963,680885,10,3,LAD,0,13,7,N,1
778077,2025-05-03,2025-05-03T22:40:00Z,Great American Ball Park,R,WSH,CIN,120,113,Trevor Williams,Nick Lodolo,592866,666157,11,6,WSH,0,17,5,N,1
778078,2025-05-03,2025-05-03T22:05:00Z,Citizens Bank Park,R,AZ,PHI,109,143,Brandon Pfaadt,Aaron Nola,694297,605400,2,7,PHI,1,9,5,N,1
778048,2025-05-04,2025-05-04T20:05:00Z,Oracle Park,R,COL,SF,115,137,Germán Márquez,Logan Webb,608566,657277,3,9,SF,1,12,6,N,1
778050,2025-05-04,2025-05-04T20:07:00Z,Angel Stadium,R,DET,LAA,116,108,Reese Olson,Jack Kochanowicz,681857,686799,13,1,DET,0,14,12,N,1
778051,2025-05-04,2025-05-04T17:35:00Z,PNC Park,R,SD,PIT,135,134,Stephen Kolek,Andrew Heaney,663568,571760,4,0,SD,0,4,4,N,1
778052,2025-05-04,2025-05-04T18:35:00Z,Globe Life Field,R,SEA,TEX,136,140,Logan Evans,Jacob deGrom,688138,594798,1,8,TEX,1,9,7,N,1
778053,2025-05-04,2025-05-04T17:15:00Z,Busch Stadium,R,NYM,STL,121,138,Blade Tidwell,Erick Fedde,694918,607200,5,6,STL,1,11,1,S,1
778054,2025-05-04,2025-05-04T18:10:00Z,American Family Field,R,CHC,MIL,112,158,Shota Imanaga,Freddy Peralta,684007,642547,0,4,MIL,1,4,4,N,1
778055,2025-05-04,2025-05-04T18:10:00Z,Rate Field,R,HOU,CWS,117,145,Lance McCullers Jr.,Bryse Wilson,621121,669060,4,5,CWS,1,9,1,N,1
